CollectionVersion,CurrentSchoolYear,ReportingDistrictCode,ReportingSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,Gender,RaceEthnicity,Assessment,TstMethod,EDFirstName,EDLastName,Subject,Period,Sort,ExaminerEmail,ScaleScore,PerformanceLevel,Grade3ReadingBand
2026MAPSPR1.0AsmPre,2025,052965,2040,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,164,Proficient,
2026MAPSPR1.0AsmPre,2026,052965,5119,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,165,Below Basic,
2026MAPSPR1.0AsmPre,2026,052965,5119,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,173,Below Basic,
2026MAPSPR1.0AsmPre,2025,032292,9797,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,206,Advanced,
2026MAPSPR1.0AsmPre,2025,032292,9797,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,215,Advanced,
2026MAPSPR1.0AsmPre,2026,032292,6573,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,222,Advanced,Above Grade Level
2026MAPSPR1.0AsmPre,2026,032292,6573,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,230,Advanced,
2026MAPSPR1.0AsmPre,2025,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,172,Advanced,
2026MAPSPR1.0AsmPre,2025,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,181,Advanced,
2026MAPSPR1.0AsmPre,2026,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,189,Proficient,
2026MAPSPR1.0AsmPre,2026,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,194,Proficient,
2026MAPSPR1.0AsmPre,2025,046699,9005,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,166,Proficient,
2026MAPSPR1.0AsmPre,2025,046699,9005,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,159,Basic,
2026MAPSPR1.0AsmPre,2026,046699,6038,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,166,Below Basic,
2026MAPSPR1.0AsmPre,2026,046699,6038,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,182,Basic,
2026MAPSPR1.0AsmPre,2024,094447,8787,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,180,Proficient,
2026MAPSPR1.0AsmPre,2024,094447,8787,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,188,Proficient,
2026MAPSPR1.0AsmPre,2025,094447,7932,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,203,Proficient,
2026MAPSPR1.0AsmPre,2025,094447,7932,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,203,Proficient,
2026MAPSPR1.0AsmPre,2026,094447,4295,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,03,M,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,219,Advanced,Above Grade Level
2026MAPSPR1.0AsmPre,2026,094447,4295,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,03,M,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,222,Proficient,
2026MAPSPR1.0AsmPre,2026,052303,4770,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,145,Below Basic,
2026MAPSPR1.0AsmPre,2026,052303,4770,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,155,Basic,
2026MAPSPR1.0AsmPre,2025,105689,1964,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,149,Below Basic,
2026MAPSPR1.0AsmPre,2025,105689,1964,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,151,Below Basic,
2026MAPSPR1.0AsmPre,2024,109468,4899,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,172,Below Basic,
2026MAPSPR1.0AsmPre,2024,109468,4899,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,170,Below Basic,
2026MAPSPR1.0AsmPre,2025,109468,8744,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,197,Proficient,
2026MAPSPR1.0AsmPre,2025,109468,8744,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,196,Basic,
2026MAPSPR1.0AsmPre,2026,109468,7669,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,197,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,109468,7669,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,203,Below Basic,
2026MAPSPR1.0AsmPre,2026,043915,2790,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,156,Basic,
2026MAPSPR1.0AsmPre,2026,043915,2790,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,150,Below Basic,
2026MAPSPR1.0AsmPre,2026,103920,2604,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,167,Proficient,
2026MAPSPR1.0AsmPre,2026,103920,2604,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,185,Advanced,
2026MAPSPR1.0AsmPre,2025,022622,4502,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,160,Proficient,
2026MAPSPR1.0AsmPre,2025,022622,4502,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,163,Proficient,
2026MAPSPR1.0AsmPre,2026,022622,1035,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,178,Basic,
2026MAPSPR1.0AsmPre,2026,022622,1035,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,179,Basic,
2026MAPSPR1.0AsmPre,2024,044870,8454,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,173,Below Basic,
2026MAPSPR1.0AsmPre,2024,044870,8454,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,173,Below Basic,
2026MAPSPR1.0AsmPre,2025,044870,8973,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,180,Below Basic,
2026MAPSPR1.0AsmPre,2025,044870,8973,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,197,Basic,
2026MAPSPR1.0AsmPre,2026,086345,2312,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,156,Basic,
2026MAPSPR1.0AsmPre,2026,086345,2312,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,143,Below Basic,
2026MAPSPR1.0AsmPre,2026,017047,5915,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,163,Proficient,
2026MAPSPR1.0AsmPre,2026,017047,5915,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,162,Basic,
2026MAPSPR1.0AsmPre,2024,032572,1152,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,170,Below Basic,
2026MAPSPR1.0AsmPre,2024,032572,1152,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,180,Basic,
2026MAPSPR1.0AsmPre,2025,032572,2200,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,189,Basic,
2026MAPSPR1.0AsmPre,2025,032572,2200,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,187,Below Basic,
2026MAPSPR1.0AsmPre,2026,032572,3170,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,196,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,032572,3170,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,198,Below Basic,
2026MAPSPR1.0AsmPre,2024,061034,7054,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,191,Advanced,
2026MAPSPR1.0AsmPre,2024,061034,7054,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,194,Proficient,
2026MAPSPR1.0AsmPre,2025,061034,5956,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,202,Proficient,
2026MAPSPR1.0AsmPre,2025,061034,5956,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,210,Advanced,
2026MAPSPR1.0AsmPre,2026,061034,9666,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,211,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,061034,9666,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,222,Proficient,
2026MAPSPR1.0AsmPre,2025,090966,5333,0000000029,L0000000029,Henderson,James,Shane,,2019-05-20,K,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,179,Advanced,
2026MAPSPR1.0AsmPre,2025,090966,5333,0000000029,L0000000029,Henderson,James,Shane,,2019-05-20,K,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,182,Advanced,
2026MAPSPR1.0AsmPre,2026,090966,5462,0000000029,L0000000029,Henderson,James,Shane,,2019-05-20,01,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,188,Proficient,
2026MAPSPR1.0AsmPre,2026,090966,5462,0000000029,L0000000029,Henderson,James,Shane,,2019-05-20,01,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,183,Basic,
2026MAPSPR1.0AsmPre,2025,105993,1832,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,157,Basic,
2026MAPSPR1.0AsmPre,2025,105993,1832,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,151,Below Basic,
2026MAPSPR1.0AsmPre,2026,105993,1058,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,177,Basic,
2026MAPSPR1.0AsmPre,2026,105993,1058,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,171,Below Basic,
2026MAPSPR1.0AsmPre,2024,064453,3647,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,167,Below Basic,
2026MAPSPR1.0AsmPre,2024,064453,3647,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,166,Below Basic,
2026MAPSPR1.0AsmPre,2025,064453,1158,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,178,Below Basic,
2026MAPSPR1.0AsmPre,2025,064453,1158,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,192,Below Basic,
2026MAPSPR1.0AsmPre,2026,064453,7049,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,193,Below Basic,Well Below Grade Level
2026MAPSPR1.0AsmPre,2026,064453,7049,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,196,Below Basic,
2026MAPSPR1.0AsmPre,2024,107484,6050,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,198,Advanced,
2026MAPSPR1.0AsmPre,2024,107484,6050,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,199,Advanced,
2026MAPSPR1.0AsmPre,2025,107484,1653,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,211,Advanced,
2026MAPSPR1.0AsmPre,2025,107484,1653,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,211,Advanced,
2026MAPSPR1.0AsmPre,2026,107484,5088,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,215,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,107484,5088,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,03,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,226,Advanced,
2026MAPSPR1.0AsmPre,2024,020481,4878,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,01,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,189,Proficient,
2026MAPSPR1.0AsmPre,2024,020481,4878,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,01,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,194,Proficient,
2026MAPSPR1.0AsmPre,2025,020481,7755,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,02,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,202,Proficient,
2026MAPSPR1.0AsmPre,2025,020481,7755,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,02,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,209,Proficient,
2026MAPSPR1.0AsmPre,2026,020481,6442,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,03,F,B,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,217,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,020481,6442,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,03,F,B,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,228,Advanced,
2026MAPSPR1.0AsmPre,2026,057711,8541,0000000035,L0000000035,Zamora,David,Bryan,,2020-04-24,K,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,149,Below Basic,
2026MAPSPR1.0AsmPre,2026,057711,8541,0000000035,L0000000035,Zamora,David,Bryan,,2020-04-24,K,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,161,Basic,
2026MAPSPR1.0AsmPre,2026,021453,9346,0000000036,L0000000036,Silva,Robert,,,2020-08-09,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,153,Below Basic,
2026MAPSPR1.0AsmPre,2026,021453,9346,0000000036,L0000000036,Silva,Robert,,,2020-08-09,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,150,Below Basic,
2026MAPSPR1.0AsmPre,2024,037622,1452,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,01,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,193,Advanced,
2026MAPSPR1.0AsmPre,2024,037622,1452,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,01,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,191,Proficient,
2026MAPSPR1.0AsmPre,2025,037622,5349,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,02,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,205,Advanced,
2026MAPSPR1.0AsmPre,2025,037622,5349,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,02,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,203,Proficient,
2026MAPSPR1.0AsmPre,2026,037622,6663,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,03,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,214,Proficient,On Grade Level
2026MAPSPR1.0AsmPre,2026,037622,6663,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,03,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,214,Proficient,
2026MAPSPR1.0AsmPre,2026,068936,9821,0000000038,L0000000038,Hart,Lisa,,,2020-06-24,K,F,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,175,Advanced,
2026MAPSPR1.0AsmPre,2026,068936,9821,0000000038,L0000000038,Hart,Lisa,,,2020-06-24,K,F,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,183,Advanced,
2026MAPSPR1.0AsmPre,2024,106963,4228,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,01,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,182,Proficient,
2026MAPSPR1.0AsmPre,2024,106963,4228,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,01,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,198,Advanced,
2026MAPSPR1.0AsmPre,2025,106963,6409,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,02,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,207,Advanced,
2026MAPSPR1.0AsmPre,2025,106963,6409,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,02,M,W,MAP,CBT,Test,Administrator,Math,Spring,1,testadmin@school.edu,204,Proficient,
2026MAPSPR1.0AsmPre,2026,106963,3041,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,03,M,W,MAP,CBT,Test,Administrator,Reading,Spring,1,testadmin@school.edu,221,Advanced,Above Grade Level
