CollectionVersion,CurrentSchoolYear,ReportingDistrictCode,ReportingSchoolCode,StateID,LocalStudentID,StudentLastName,StudentFirstName,StudentMiddleName,StudentNameSuffix,StudentDateOfBirth,StudentGradeLevel,StudentGender,StudentRaceEthn,AssignNum,DualCreditSite,ReceivingCollDistCode,SendDistCode,SendSchoolCode,EDSSN,PosCode,CTEProgType,Disadvantaged,IEPDisability,Adult,LocCourseNum,LocCourseName,LocSecNum,CourseNum
2026Oct1.0StuAssign,2026,105779,2169,0000000006,L0000000006,Ray,Luke,Scott,,2020-05-08,K,M,B,1,,,,,154909122,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,105779,2169,0000000006,L0000000006,Ray,Luke,Scott,,2020-05-08,K,M,B,2,,,,,422025449,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,105779,2169,0000000006,L0000000006,Ray,Luke,Scott,,2020-05-08,K,M,B,3,,,,,979647104,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,001725,3677,0000000007,L0000000007,Delacruz,Scott,,,2021-02-08,PK,M,W,1,,,,,300666162,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,001725,4598,0000000007,L0000000007,Delacruz,Scott,,,2021-02-08,PK,M,W,1,,,,,475687469,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,013413,1916,0000000008,L0000000008,Miles,Heather,Meagan,,2021-06-14,PK,F,W,1,,,,,867221062,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,013413,5386,0000000008,L0000000008,Miles,Heather,Meagan,,2021-06-14,PK,F,W,1,,,,,802091083,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,049400,6155,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,1,,,,,731387153,01,,Y,17,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,049400,6155,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,2,,,,,467453683,01,,Y,17,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,049400,6155,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,3,,,,,287255638,01,,Y,17,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,049400,6155,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,4,,,,,727196295,01,,Y,17,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2025,049400,5339,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,02,F,W,1,,,,,129134697,01,,Y,17,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,049400,5339,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,02,F,W,2,,,,,547978866,01,,Y,17,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,049400,5339,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,02,F,W,3,,,,,751893270,01,,Y,17,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,049400,5339,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,02,F,W,4,,,,,491757076,01,,Y,17,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2026,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,1,,,,,418734187,01,,Y,17,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,2,,,,,849214912,01,,Y,17,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,3,,,,,495874269,01,,Y,17,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,4,,,,,744297537,01,,Y,17,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2024,052965,3621,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,PK,M,B,1,,,,,629773527,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,052965,2040,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,1,,,,,427607375,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,052965,2040,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,2,,,,,979321182,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,052965,2040,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,3,,,,,788727974,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,052965,5119,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,1,,,,,435507147,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,052965,5119,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,2,,,,,447516427,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,052965,5119,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,3,,,,,213655365,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,032292,9797,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,1,,,,,334474247,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,032292,9797,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,2,,,,,524376884,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,032292,9797,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,3,,,,,490872348,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,032292,6573,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,1,,,,,500986939,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,032292,6573,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,2,,,,,650858072,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,032292,6573,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,3,,,,,472810563,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,109095,5315,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,PK,M,W,1,,,,,959315699,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,1,,,,,404747629,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,2,,,,,356067880,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,3,,,,,413292695,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,1,,,,,290803944,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,2,,,,,114343820,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,109095,9317,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,3,,,,,265290528,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,046699,9689,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,PK,M,W,1,,,,,867394126,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,046699,9005,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,1,,,,,213855779,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,046699,9005,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,2,,,,,363720329,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,046699,9005,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,3,,,,,414620849,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,046699,6038,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,1,,,,,263298802,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,046699,6038,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,2,,,,,159126853,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,046699,6038,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,3,,,,,285622957,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,112880,2290,0000000014,L0000000014,James,Robert,Bryan,,2021-11-28,PK,F,W,1,,,,,400962131,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,112880,9727,0000000014,L0000000014,James,Robert,Bryan,,2021-11-28,PK,F,W,1,,,,,552005859,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,094447,8787,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,1,,,,,637507509,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,094447,8787,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,2,,,,,355456603,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,094447,8787,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,3,,,,,294093414,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,094447,7932,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,1,,,,,296910689,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,094447,7932,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,2,,,,,693109978,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,094447,7932,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,3,,,,,775848915,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,094447,4295,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,03,M,B,1,,,,,328060131,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,094447,4295,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,03,M,B,2,,,,,447322483,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,094447,4295,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,03,M,B,3,,,,,349188220,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,052303,7118,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,PK,M,W,1,,,,,804530075,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,052303,4681,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,PK,M,W,1,,,,,745183575,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,052303,4770,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,1,,,,,374872562,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,052303,4770,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,2,,,,,232029803,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,052303,4770,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,3,,,,,213417169,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,105689,1964,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,K,F,W,1,,,,,575001929,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,105689,1964,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,K,F,W,2,,,,,352690693,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,105689,1964,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,K,F,W,3,,,,,918572195,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,109468,4899,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,1,,,,,179129461,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,109468,4899,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,2,,,,,595269256,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,109468,4899,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,3,,,,,684288582,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,109468,8744,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,1,,,,,659550535,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,109468,8744,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,2,,,,,626371430,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,109468,8744,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,3,,,,,468601690,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,109468,7669,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,1,,,,,797784056,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,109468,7669,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,2,,,,,290020508,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,109468,7669,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,3,,,,,697135881,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,043915,7939,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,PK,F,W,1,,,,,451853656,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,043915,2612,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,PK,F,W,1,,,,,609439255,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,043915,2790,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,1,,,,,391135580,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,043915,2790,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,2,,,,,309315631,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,043915,2790,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,3,,,,,326433978,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,103920,7912,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,PK,F,W,1,,,,,202311804,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,103920,2235,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,PK,F,W,1,,,,,943665268,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,103920,2604,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,1,,,,,218590543,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,103920,2604,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,2,,,,,545444761,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,103920,2604,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,3,,,,,400347384,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,044285,2528,0000000021,L0000000021,Rose,Carmen,,,2021-03-28,PK,F,W,1,,,,,581525882,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,022622,4502,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,1,,,,,674990198,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,022622,4502,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,2,,,,,736249245,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,022622,4502,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,3,,,,,528865193,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,022622,1035,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,1,,,,,160930004,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,022622,1035,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,2,,,,,459022197,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,022622,1035,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,3,,,,,301681971,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,044870,8454,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,1,,,,,122756307,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,044870,8454,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,2,,,,,992127443,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,044870,8454,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,3,,,,,893641551,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,044870,8973,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,1,,,,,859388806,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,044870,8973,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,2,,,,,304068817,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,044870,8973,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,3,,,,,355076011,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,044870,8973,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,4,,,,,720176461,01,,Y,0,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2024,086345,6138,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,PK,M,W,1,,,,,682240738,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,086345,9701,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,PK,M,W,1,,,,,727194450,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,086345,2312,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,1,,,,,892368598,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,086345,2312,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,2,,,,,707080724,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,086345,2312,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,3,,,,,673439554,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,075485,4853,0000000025,L0000000025,Young,Benjamin,,,2021-08-26,PK,M,W,1,,,,,895662770,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,075485,1651,0000000025,L0000000025,Young,Benjamin,,,2021-08-26,PK,M,W,1,,,,,140257618,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,017047,9565,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,PK,M,W,1,,,,,763370817,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,017047,6147,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,PK,M,W,1,,,,,105799252,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,017047,5915,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,1,,,,,601563503,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,017047,5915,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,2,,,,,470657134,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,017047,5915,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,3,,,,,152095865,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,032572,1152,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,1,,,,,355111520,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,032572,1152,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,2,,,,,881482536,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,032572,1152,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,3,,,,,339299540,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,032572,2200,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,02,F,W,1,,,,,898315768,01,,Y,0,N,HR-001,Homeroom,A,
