CollectionVersion,CurrentSchoolYear,AttendingDistrictCode,AttendingSchoolCode,ReportingDistrictCode,ReportingSchoolCode,ResidentDistrictCode,ResidentSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,Gender,RaceEthnicity,OffenseDate,OffenseType,WeaponType,DisciplineRemoval,LengthRemoved,ModifiedLength,API,LEPELL,IEPDisability
2026Jun1.0StuDiscipline,2026,084736,1987,084736,1987,084736,1987,0000000197,L0000000197,Wallace,Erica,John,,2019-08-19,01,F,B,2026-04-22,D,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,042701,9395,042701,9395,042701,9395,0000000224,L0000000224,Taylor,Jeremy,Billy,,2019-02-26,01,M,M,2025-12-23,N,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,093648,8501,093648,8501,093648,8501,0000000228,L0000000228,Downs,Robert,Walter,,2018-07-05,02,M,W,2025-01-17,T,,EXP,115,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,016211,7931,016211,7931,016211,7931,0000000244,L0000000244,Davis,Danielle,,,2018-08-04,02,F,I,2025-03-28,E,,EXP,98,N,N,NLP,12
2026Jun1.0StuDiscipline,2024,079373,5380,079373,5380,079373,5380,0000000252,L0000000252,Morrison,Jacob,Charles,,2018-12-22,01,M,W,2023-10-04,W,,EXP,18,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,083909,5979,083909,5979,083909,5979,0000000279,L0000000279,Carrillo,Tammy,Stacy,,2020-06-01,PK,F,B,2024-10-04,D,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,060959,4066,060959,4066,060959,4066,0000000291,L0000000291,Nunez,Elizabeth,,,2021-10-12,PK,F,W,2024-11-12,V,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,085689,3248,085689,3248,085689,3248,0000000292,L0000000292,Pineda,Gregory,Donald,,2019-11-13,K,M,W,2024-11-15,A,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,014610,3885,014610,3885,014610,3885,0000000296,L0000000296,Ray,Sabrina,Barbara,,2018-06-21,02,F,W,2025-05-07,N,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,048531,1621,048531,1621,048531,1621,0000000297,L0000000297,Hill,Adriana,Robert,,2020-05-19,K,F,W,2025-09-17,V,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,106776,5205,106776,5205,106776,5205,0000000304,L0000000304,Burgess,Cheryl,Natalie,,2020-01-25,PK,F,W,2025-05-05,V,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,007878,6004,007878,6004,007878,6004,0000000329,L0000000329,Wallace,Christopher,Sherry,,2018-06-05,02,F,W,2024-05-09,A,,EXP,140,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,007878,7168,007878,7168,007878,7168,0000000329,L0000000329,Wallace,Christopher,Sherry,,2018-06-05,02,F,W,2025-01-10,V,,OSS,8,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,031283,4272,031283,4272,031283,4272,0000000346,L0000000346,Brooks,Gwendolyn,Jeffrey,,2019-06-12,01,F,W,2026-04-22,E,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,108961,5809,108961,5809,108961,5809,0000000380,L0000000380,Rios,Holly,Jim,,2018-07-10,01,F,W,2023-09-25,A,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,108961,1653,108961,1653,108961,1653,0000000380,L0000000380,Rios,Holly,Jim,,2018-07-10,03,F,W,2026-02-05,T,,OSS,8,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,064218,4492,064218,4492,064218,4492,0000000382,L0000000382,Davis,John,Darryl,,2018-06-18,02,M,W,2025-05-12,A,,EXP,158,N,N,NLP,4
2026Jun1.0StuDiscipline,2024,038572,1891,038572,1891,038572,1891,0000000389,L0000000389,Oneal,Mark,Benjamin,,2020-05-04,PK,M,W,2023-10-03,T,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,065116,1116,065116,1116,065116,1116,0000000410,L0000000410,Davis,Yolanda,Michelle,,2020-01-22,K,F,W,2024-04-15,N,,EXP,87,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,087682,1852,087682,1852,087682,1852,0000000413,L0000000413,Moss,Lauren,Jaclyn,,2021-07-08,PK,F,W,2024-12-03,O,,EXP,95,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,006290,6603,006290,6603,006290,6603,0000000423,L0000000423,Reyes,Nathaniel,Jon,,2019-01-02,01,M,W,2026-01-09,A,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,016203,5501,016203,5501,016203,5501,0000000427,L0000000427,Cooper,Kimberly,,,2018-02-14,01,F,I,2023-11-08,W,,EXP,12,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,021359,6621,021359,6621,021359,6621,0000000429,L0000000429,Dickson,Randall,Zachary,,2019-04-23,01,M,B,2026-04-24,E,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,001699,8113,001699,8113,001699,8113,0000000453,L0000000453,Anthony,Dorothy,Angela,,2018-10-27,02,F,W,2024-10-28,W,,EXP,148,N,N,NLP,4
2026Jun1.0StuDiscipline,2024,079734,2974,079734,2974,079734,2974,0000000473,L0000000473,Maldonado,Jennifer,Tammy,,2018-05-16,01,F,W,2023-12-01,T,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,001394,1245,001394,1245,001394,1245,0000000491,L0000000491,Gutierrez,Erin,Alyssa,,2018-09-02,03,F,W,2025-11-28,O,,ISS,1,N,N,NLP,16
2026Jun1.0StuDiscipline,2025,016958,4323,016958,4323,016958,4323,0000000492,L0000000492,Orozco,Victoria,,,2019-09-05,K,F,W,2024-12-16,A,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,054374,5705,054374,5705,054374,5705,0000000507,L0000000507,Clark,Andrew,Jon,,2020-05-23,K,M,I,2025-10-28,T,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,066210,8304,066210,8304,066210,8304,0000000523,L0000000523,Valdez,David,Tyler,,2020-07-04,K,F,W,2026-05-10,V,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,025760,5227,025760,5227,025760,5227,0000000525,L0000000525,Cox,Megan,Tiffany,,2018-05-15,02,F,A,2024-10-26,A,,EXP,152,N,N,RCV,12
2026Jun1.0StuDiscipline,2024,096491,4698,096491,4698,096491,4698,0000000538,L0000000538,Hart,Jennifer,Kathleen,,2018-04-22,01,F,W,2024-04-22,D,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,043122,1014,043122,1014,043122,1014,0000000557,L0000000557,Rivera,Brittany,Judy,,2018-06-02,03,F,W,2026-02-26,D,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,043910,3949,043910,3949,043910,3949,0000000570,L0000000570,Hernandez,Donna,Heather,,2019-09-20,PK,F,B,2024-03-22,V,,EXP,14,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,088158,8524,088158,8524,088158,8524,0000000581,L0000000581,Garcia,Bill,Deborah,,2018-02-24,03,F,W,2025-12-05,N,,EXP,74,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,006413,6346,006413,6346,006413,6346,0000000590,L0000000590,Aguilar,Jason,Charles,,2020-11-13,PK,M,W,2025-04-04,D,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,023469,7557,023469,7557,023469,7557,0000000625,L0000000625,Dunn,Chloe,Jordan,,2018-07-02,03,F,W,2025-12-03,W,,ISS,3,N,N,RCV,8
2026Jun1.0StuDiscipline,2026,025004,9274,025004,9274,025004,9274,0000000700,L0000000700,Miller,Monica,,,2019-08-15,01,F,W,2025-10-16,N,,EXP,31,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,112185,1958,112185,1958,112185,1958,0000000724,L0000000724,Forbes,Amanda,,,2019-09-28,01,F,W,2026-03-27,O,,EXP,164,N,N,NLP,6
2026Jun1.0StuDiscipline,2025,006714,1849,006714,1849,006714,1849,0000000725,L0000000725,Mccoy,Jose,,,2018-03-04,02,M,W,2025-03-24,O,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,006714,4874,006714,4874,006714,4874,0000000725,L0000000725,Mccoy,Jose,,,2018-03-04,03,M,W,2025-11-22,W,,EXP,174,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,106182,4623,106182,4623,106182,4623,0000000736,L0000000736,Smith,Amy,,,2018-09-11,03,F,W,2025-10-18,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,100547,7666,100547,7666,100547,7666,0000000741,L0000000741,Morris,Barry,Kayla,,2020-04-13,K,F,B,2026-04-07,O,,OSS,9,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,020145,8519,020145,8519,020145,8519,0000000778,L0000000778,Nguyen,Brian,Kyle,,2019-03-21,K,M,W,2024-11-13,E,,EXP,127,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,004707,9721,004707,9721,004707,9721,0000000789,L0000000789,Bryant,Martin,Jason,,2021-10-25,PK,M,W,2025-01-26,T,,EXP,78,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,075182,8800,075182,8800,075182,8800,0000000826,L0000000826,Schneider,James,Ricky,,2018-02-13,01,M,W,2024-04-06,E,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,047644,1886,047644,1886,047644,1886,0000000840,L0000000840,Montgomery,Victoria,Vanessa,,2018-11-28,02,F,I,2025-02-16,D,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,046495,7498,046495,7498,046495,7498,0000000843,L0000000843,Thompson,Natalie,Tammy,,2018-10-03,03,F,W,2025-09-11,T,,EXP,64,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,096868,9379,096868,9379,096868,9379,0000000855,L0000000855,Holland,Casey,Edward,,2018-10-24,02,M,W,2025-03-23,T,,EXP,125,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,077519,6007,077519,6007,077519,6007,0000000862,L0000000862,Banks,Matthew,Amber,,2021-12-19,PK,F,W,2025-04-11,V,,OSS,6,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,067663,2595,067663,2595,067663,2595,0000000924,L0000000924,Henry,Christina,Mary,,2021-02-18,PK,F,B,2025-05-03,E,,EXP,64,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,056110,9182,056110,9182,056110,9182,0000000935,L0000000935,Leonard,Lindsey,Craig,,2018-07-20,03,F,W,2025-11-14,V,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,043975,5263,043975,5263,043975,5263,0000000946,L0000000946,Esparza,Lance,Todd,,2018-05-28,03,F,W,2025-09-06,T,,OSS,2,N,N,NLP,17
2026Jun1.0StuDiscipline,2026,003678,4159,003678,4159,003678,4159,0000000953,L0000000953,Robinson,Natasha,Taylor,,2018-11-17,03,F,W,2025-12-24,D,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,047481,1483,047481,1483,047481,1483,0000000954,L0000000954,Henry,Jonathan,Bridget,,2020-03-13,PK,F,W,2024-10-06,A,,OSS,10,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,066453,4229,066453,4229,066453,4229,0000000962,L0000000962,Wilkins,Shawn,,,2019-07-09,K,M,W,2025-01-21,A,,EXP,97,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,102428,7923,102428,7923,102428,7923,0000000977,L0000000977,Young,Gary,,,2018-06-06,02,M,W,2024-10-01,E,,ISS,2,N,N,NLP,16
2026Jun1.0StuDiscipline,2026,088176,4335,088176,4335,088176,4335,0000000979,L0000000979,Vasquez,Christopher,Christopher,,2018-04-21,03,M,W,2025-10-06,V,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,108853,1341,108853,1341,108853,1341,0000000981,L0000000981,Campbell,Teresa,,,2018-10-23,02,F,W,2025-04-27,D,,OSS,2,N,N,NLP,16
2026Jun1.0StuDiscipline,2026,012649,3866,012649,3866,012649,3866,0000000986,L0000000986,White,Brandon,Sean,,2018-04-15,03,M,B,2026-05-16,O,,EXP,73,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,094506,5118,094506,5118,094506,5118,0000001016,L0000001016,Reed,Sheila,,,2021-08-07,PK,F,W,2025-04-21,A,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,110954,3051,110954,3051,110954,3051,0000001022,L0000001022,Johnson,Patricia,,,2018-06-08,01,F,W,2023-11-23,N,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,062750,5227,062750,5227,062750,5227,0000001037,L0000001037,Medina,Nicole,Christopher,,2018-04-01,03,F,W,2025-11-14,O,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,102767,3458,102767,3458,102767,3458,0000001044,L0000001044,Osborne,Kelli,Cheryl,,2019-02-21,K,F,W,2024-11-23,D,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,046535,7773,046535,7773,046535,7773,0000001076,L0000001076,Clark,Mary,Erica,,2021-06-09,PK,F,W,2026-03-07,D,,EXP,75,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,083047,8811,083047,8811,083047,8811,0000001083,L0000001083,Carroll,Jennifer,Sheila,,2018-04-06,02,F,W,2025-04-19,O,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,115129,6683,115129,6683,115129,6683,0000001120,L0000001120,Robinson,Cynthia,,,2020-04-01,K,F,W,2025-10-02,A,,EXP,98,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,069421,2656,069421,2656,069421,2656,0000001130,L0000001130,Peterson,John,Robert,,2018-02-23,03,M,W,2025-09-15,E,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,108563,1906,108563,1906,108563,1906,0000001170,L0000001170,Bradford,Donna,Allison,,2021-11-13,K,F,W,2026-02-07,E,,EXP,114,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,110929,8955,110929,8955,110929,8955,0000001219,L0000001219,Hernandez,Anthony,Robert,,2020-08-24,K,M,W,2025-12-14,E,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,048006,2826,048006,2826,048006,2826,0000001228,L0000001228,Johnson,Jared,,,2020-12-19,K,M,A,2025-10-19,D,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,015678,7927,015678,7927,015678,7927,0000001257,L0000001257,Baxter,Angela,Trevor,,2018-08-18,03,F,W,2026-01-26,V,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,063492,4096,063492,4096,063492,4096,0000001263,L0000001263,Welch,Aaron,,,2019-07-23,K,M,W,2025-05-23,W,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,098664,5780,098664,5780,098664,5780,0000001264,L0000001264,Barry,Susan,Zachary,,2018-04-19,03,F,W,2025-11-06,N,,EXP,161,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,011065,2128,011065,2128,011065,2128,0000001282,L0000001282,Mitchell,Marc,,,2018-12-07,03,F,W,2026-04-02,W,,EXP,178,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,039445,7606,039445,7606,039445,7606,0000001300,L0000001300,Valdez,Patrick,James,,2018-01-14,03,M,W,2026-03-27,V,,EXP,45,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,073791,5358,073791,5358,073791,5358,0000001309,L0000001309,Mendoza,Robin,Elizabeth,,2018-09-19,03,F,W,2026-03-04,O,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,087094,5071,087094,5071,087094,5071,0000001328,L0000001328,Jones,Jacob,Bob,,2020-01-17,K,M,W,2025-11-08,N,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,038348,3992,038348,3992,038348,3992,0000001351,L0000001351,Edwards,William,Colleen,,2018-09-21,03,F,W,2025-12-03,O,,EXP,165,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,051633,6610,051633,6610,051633,6610,0000001364,L0000001364,Morris,Elizabeth,Christina,,2020-12-23,PK,F,A,2025-03-23,E,,OSS,7,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,033404,7512,033404,7512,033404,7512,0000001419,L0000001419,Freeman,Julie,Janice,,2018-08-04,03,F,I,2026-05-15,E,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,030069,9885,030069,9885,030069,9885,0000001432,L0000001432,Watts,Patrick,Samuel,,2019-08-02,01,M,W,2025-11-11,O,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,087925,8501,087925,8501,087925,8501,0000001438,L0000001438,Vance,Heather,Michelle,,2019-12-26,K,F,W,2025-01-05,D,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,006736,2845,006736,2845,006736,2845,0000001453,L0000001453,Kim,Nicholas,Nancy,,2018-12-16,03,F,W,2025-12-09,N,,EXP,22,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,062280,3408,062280,3408,062280,3408,0000001454,L0000001454,Marquez,Timothy,,,2018-11-17,02,M,W,2024-09-10,N,,EXP,106,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,017062,7877,017062,7877,017062,7877,0000001495,L0000001495,Taylor,Jeffrey,Jeffery,,2019-07-21,01,M,W,2026-02-15,N,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,078868,2930,078868,2930,078868,2930,0000001525,L0000001525,James,Antonio,Jessica,,2018-08-06,02,F,W,2024-09-11,W,,EXP,132,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,080395,5127,080395,5127,080395,5127,0000001528,L0000001528,Lloyd,Gary,,,2018-01-10,02,M,W,2024-12-18,W,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,046628,8331,046628,8331,046628,8331,0000001541,L0000001541,Snyder,Raymond,David,,2020-10-10,K,M,W,2025-12-17,T,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,102292,7456,102292,7456,102292,7456,0000001561,L0000001561,Ramos,Emily,Jenna,,2021-01-13,PK,F,W,2026-01-09,A,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,100856,8065,100856,8065,100856,8065,0000001611,L0000001611,Daniel,Roger,Jonathan,,2018-02-12,02,M,W,2025-04-15,T,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,004799,9424,004799,9424,004799,9424,0000001616,L0000001616,Campos,Stephanie,Cheryl,,2018-08-04,02,F,W,2025-01-10,E,,EXP,44,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,092744,1321,092744,1321,092744,1321,0000001624,L0000001624,Cook,Aimee,Jennifer,,2018-04-19,02,F,W,2025-02-17,O,,EXP,33,N,N,NLP,12
2026Jun1.0StuDiscipline,2025,065256,7523,065256,7523,065256,7523,0000001642,L0000001642,Santiago,Alexandra,Martha,,2018-09-03,02,F,W,2024-09-03,A,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,092782,1046,092782,1046,092782,1046,0000001651,L0000001651,Sellers,Jimmy,Luis,,2018-06-13,03,M,W,2025-12-09,A,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,062848,9230,062848,9230,062848,9230,0000001682,L0000001682,Garcia,Jeremiah,Richard,,2021-07-14,PK,M,W,2026-05-06,E,,OSS,3,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,023045,7915,023045,7915,023045,7915,0000001694,L0000001694,Francis,Mark,Adam,,2021-03-17,PK,M,W,2026-01-26,O,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,103771,7113,103771,7113,103771,7113,0000001709,L0000001709,Morris,Jason,Emily,,2018-06-11,03,F,B,2026-05-19,T,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,006067,4542,006067,4542,006067,4542,0000001728,L0000001728,York,Kayla,,,2019-08-03,01,F,W,2026-02-05,V,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,115258,1652,115258,1652,115258,1652,0000001737,L0000001737,Dillon,Tiffany,Allison,,2019-11-13,01,F,W,2026-01-15,O,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,086286,5191,086286,5191,086286,5191,0000001742,L0000001742,Hamilton,Theresa,Sara,,2018-02-25,01,F,A,2024-04-04,V,,OSS,10,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,061874,3756,061874,3756,061874,3756,0000001743,L0000001743,Smith,Rhonda,Sherri,,2018-04-14,02,F,W,2023-10-03,O,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,034248,2468,034248,2468,034248,2468,0000001754,L0000001754,Dunlap,Jeffrey,David,,2018-11-09,01,F,W,2024-02-05,E,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,107064,1990,107064,1990,107064,1990,0000001758,L0000001758,Bullock,Sarah,Austin,,2018-02-18,03,F,W,2026-02-18,A,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,107988,3416,107988,3416,107988,3416,0000001763,L0000001763,Davis,Patricia,Joyce,,2018-04-25,03,F,B,2025-10-15,E,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,079197,8736,079197,8736,079197,8736,0000001768,L0000001768,Hart,Richard,,,2021-03-28,PK,M,W,2025-12-21,O,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,095663,4037,095663,4037,095663,4037,0000001770,L0000001770,Dunlap,Paul,Christian,,2018-12-04,03,M,W,2025-12-11,N,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,087798,9505,087798,9505,087798,9505,0000001780,L0000001780,Glenn,Caroline,Michelle,,2018-12-16,02,F,W,2025-03-23,D,,ISS,1,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,031735,4713,031735,4713,031735,4713,0000001786,L0000001786,Massey,Brian,,,2018-12-10,03,M,W,2025-09-23,V,,ISS,2,N,N,NLP,6
2026Jun1.0StuDiscipline,2025,111990,9690,111990,9690,111990,9690,0000001802,L0000001802,Hawkins,Karen,Jessica,,2019-10-05,K,F,W,2025-04-04,T,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,014862,6413,014862,6413,014862,6413,0000001811,L0000001811,Andersen,Tommy,,,2020-03-06,PK,M,W,2024-09-24,D,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,003771,9496,003771,9496,003771,9496,0000001815,L0000001815,Houston,Patricia,Wanda,,2018-07-04,03,F,W,2026-04-14,W,,EXP,80,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,079630,8008,079630,8008,079630,8008,0000001829,L0000001829,Flores,April,Elizabeth,,2018-11-07,02,F,B,2024-12-23,O,,ISS,2,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,082162,2211,082162,2211,082162,2211,0000001837,L0000001837,Bowman,Christina,Christine,,2018-07-05,03,F,W,2026-04-06,V,,OSS,10,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,026995,5549,026995,5549,026995,5549,0000001857,L0000001857,Salazar,Kaitlin,Felicia,,2018-05-02,02,F,W,2024-12-28,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,070088,3940,070088,3940,070088,3940,0000001859,L0000001859,Scott,Sylvia,Paul,,2018-08-13,03,F,W,2026-01-19,A,,EXP,74,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,027164,4339,027164,4339,027164,4339,0000001863,L0000001863,Gould,Michelle,Laura,,2018-04-13,01,F,W,2023-09-08,W,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,027164,9284,027164,9284,027164,9284,0000001863,L0000001863,Gould,Michelle,Laura,,2018-04-13,02,F,W,2024-11-04,A,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,012791,4295,012791,4295,012791,4295,0000001865,L0000001865,Sosa,Jodi,Summer,,2018-06-13,01,F,W,2023-12-15,T,,EXP,18,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,060468,8527,060468,8527,060468,8527,0000001897,L0000001897,Pena,Nicolas,Joseph,,2021-10-05,PK,M,W,2024-10-28,A,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,059481,8773,059481,8773,059481,8773,0000001899,L0000001899,Smith,Pamela,Michelle,,2020-07-25,K,F,W,2026-05-09,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,112287,2212,112287,2212,112287,2212,0000001909,L0000001909,Snyder,Brenda,Kelly,,2018-01-17,01,F,A,2024-03-27,O,,ISS,3,N,N,RCV,10
2026Jun1.0StuDiscipline,2026,056913,1697,056913,1697,056913,1697,0000001925,L0000001925,Parrish,Tyler,Caleb,,2018-05-12,03,M,W,2026-02-26,T,,EXP,178,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,055277,4039,055277,4039,055277,4039,0000001942,L0000001942,Clark,Sandra,Shannon,,2018-07-22,03,F,W,2026-01-28,V,,ISS,3,N,N,RCV,0
