CollectionVersion,CurrentSchoolYear,AttendingDistrictCode,AttendingSchoolCode,ReportingDistrictCode,ReportingSchoolCode,ResidentDistrictCode,ResidentSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,Gender,RaceEthnicity,OffenseDate,OffenseType,WeaponType,DisciplineRemoval,LengthRemoved,ModifiedLength,API,LEPELL,IEPDisability
2026Jun1.0StuDiscipline,2024,042716,6119,042716,6119,042716,6119,0000000483,L0000000483,Lang,Rachel,Linda,,2020-06-27,PK,F,W,2023-12-05,V,,EXP,171,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,039205,2702,039205,2702,039205,2702,0000000508,L0000000508,Rodriguez,Brandon,,,2018-06-18,02,M,I,2024-01-17,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,051387,1616,051387,1616,051387,1616,0000000526,L0000000526,Moran,Katrina,Carol,,2020-05-01,PK,F,W,2024-04-09,W,,ISS,3,N,N,NLP,6
2026Jun1.0StuDiscipline,2024,019137,8711,019137,8711,019137,8711,0000000536,L0000000536,Walls,Jennifer,,,2020-08-03,PK,F,W,2024-01-01,O,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,069046,6832,069046,6832,069046,6832,0000000563,L0000000563,Camacho,Olivia,Tammy,,2019-07-25,PK,F,W,2023-09-05,N,,OSS,6,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,088158,3689,088158,3689,088158,3689,0000000581,L0000000581,Garcia,Bill,Deborah,,2018-02-24,03,F,W,2025-12-26,T,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,014642,5036,014642,5036,014642,5036,0000000597,L0000000597,Miller,Susan,,,2019-05-11,01,F,W,2025-11-02,D,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,029358,2561,029358,2561,029358,2561,0000000610,L0000000610,Smith,Jared,Curtis,,2019-01-12,K,M,W,2025-03-18,A,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,009002,1321,009002,1321,009002,1321,0000000633,L0000000633,Gonzalez,Michelle,Sylvia,,2018-10-07,02,F,W,2025-04-28,W,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,026018,6902,026018,6902,026018,6902,0000000638,L0000000638,Johnson,Jennifer,Catherine,,2020-06-17,PK,F,W,2024-03-26,W,,EXP,136,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,100460,4365,100460,4365,100460,4365,0000000643,L0000000643,Wallace,Amber,Joseph,,2018-04-12,02,F,W,2024-09-11,D,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,055680,3621,055680,3621,055680,3621,0000000651,L0000000651,White,Jennifer,Sarah,,2018-04-27,02,F,W,2025-05-16,A,,OSS,8,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,110835,3082,110835,3082,110835,3082,0000000656,L0000000656,White,Joshua,,,2018-07-01,03,M,M,2026-01-27,T,,EXP,77,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,032841,3369,032841,3369,032841,3369,0000000691,L0000000691,Reyes,Alexander,Kimberly,,2018-03-19,03,F,W,2026-01-01,D,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,009126,1731,009126,1731,009126,1731,0000000721,L0000000721,Jones,William,Peter,,2018-04-07,02,M,W,2025-01-20,A,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,092552,4808,092552,4808,092552,4808,0000000731,L0000000731,Miller,Michael,Mark,,2018-03-26,01,M,W,2023-09-14,W,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,013221,1861,013221,1861,013221,1861,0000000765,L0000000765,Campbell,Charles,Michael,,2020-02-01,K,M,W,2025-11-04,T,,EXP,177,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,111368,8105,111368,8105,111368,8105,0000000774,L0000000774,Roth,Brian,,,2018-03-03,02,M,W,2024-10-25,D,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,084306,5354,084306,5354,084306,5354,0000000804,L0000000804,Jackson,Brian,,,2021-03-18,PK,M,W,2025-01-10,W,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,024873,4724,024873,4724,024873,4724,0000000842,L0000000842,Mitchell,Bradley,Deanna,,2018-10-07,03,F,A,2026-04-03,W,,EXP,174,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,049373,2528,049373,2528,049373,2528,0000000849,L0000000849,Tanner,Christopher,Greg,,2021-07-14,PK,M,W,2025-04-17,V,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,004011,2165,004011,2165,004011,2165,0000000853,L0000000853,Esparza,Amanda,,,2018-04-26,03,F,B,2025-09-18,V,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,032826,1934,032826,1934,032826,1934,0000000856,L0000000856,Silva,Stephen,Ashley,,2019-04-24,K,F,W,2025-03-16,O,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,099654,2700,099654,2700,099654,2700,0000000869,L0000000869,Newman,Crystal,Theresa,,2018-10-25,03,F,W,2025-09-26,O,,EXP,70,N,N,RCV,10
2026Jun1.0StuDiscipline,2024,029928,5018,029928,5018,029928,5018,0000000878,L0000000878,Estrada,Paul,Xavier,,2019-08-25,PK,M,W,2024-04-10,T,,EXP,27,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,103274,6616,103274,6616,103274,6616,0000000881,L0000000881,Ryan,Andrew,,,2021-10-15,PK,F,W,2024-10-11,T,,ISS,3,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,004419,2306,004419,2306,004419,2306,0000000893,L0000000893,Benson,John,,,2018-11-11,01,M,B,2023-12-18,T,,EXP,180,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,074174,8763,074174,8763,074174,8763,0000000907,L0000000907,Singleton,Heather,Ann,,2018-01-21,03,F,M,2026-04-20,W,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,031824,3586,031824,3586,031824,3586,0000000938,L0000000938,Nelson,Kenneth,Kevin,,2018-03-11,03,M,W,2025-11-24,D,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,065204,1928,065204,1928,065204,1928,0000000939,L0000000939,Brock,Denise,Kevin,,2018-02-25,02,F,W,2025-03-18,V,,OSS,8,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,065204,8716,065204,8716,065204,8716,0000000939,L0000000939,Brock,Denise,Kevin,,2018-02-25,03,F,W,2025-09-14,A,,OSS,5,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,066724,7919,066724,7919,066724,7919,0000000970,L0000000970,Richardson,Debbie,Ann,,2018-11-23,03,F,W,2025-10-04,W,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,003550,4451,003550,4451,003550,4451,0000000976,L0000000976,Erickson,Micheal,,,2018-09-15,01,M,W,2024-05-02,A,,EXP,98,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,003550,5716,003550,5716,003550,5716,0000000976,L0000000976,Erickson,Micheal,,,2018-09-15,03,M,W,2025-11-21,D,,OSS,4,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,088176,2965,088176,2965,088176,2965,0000000979,L0000000979,Vasquez,Christopher,Christopher,,2018-04-21,02,M,W,2024-10-19,W,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,108853,1583,108853,1583,108853,1583,0000000981,L0000000981,Campbell,Teresa,,,2018-10-23,03,F,W,2025-10-24,V,,ISS,3,N,N,NLP,16
2026Jun1.0StuDiscipline,2026,012649,9014,012649,9014,012649,9014,0000000986,L0000000986,White,Brandon,Sean,,2018-04-15,03,M,B,2026-02-01,T,,EXP,43,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,073661,7947,073661,7947,073661,7947,0000001039,L0000001039,Green,Steve,Joshua,,2019-10-22,K,M,W,2024-09-11,W,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,102767,2290,102767,2290,102767,2290,0000001044,L0000001044,Osborne,Kelli,Cheryl,,2019-02-21,K,F,W,2025-02-17,O,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,093370,4576,093370,4576,093370,4576,0000001053,L0000001053,Williams,Joshua,Austin,,2018-03-01,02,M,W,2024-10-28,N,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,069513,8600,069513,8600,069513,8600,0000001055,L0000001055,Hernandez,Philip,Michael,,2020-08-20,PK,M,B,2025-05-03,E,,OSS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,081849,2197,081849,2197,081849,2197,0000001093,L0000001093,Young,Samantha,Kelly,,2018-09-24,03,F,W,2026-03-13,N,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,051013,6821,051013,6821,051013,6821,0000001098,L0000001098,Garcia,Erin,Cheryl,,2019-05-24,01,F,B,2026-01-21,A,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,033132,5926,033132,5926,033132,5926,0000001101,L0000001101,Howard,Matthew,,,2018-01-12,01,M,W,2024-05-20,E,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,033132,8722,033132,8722,033132,8722,0000001101,L0000001101,Howard,Matthew,,,2018-01-12,02,M,W,2024-09-16,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,033132,6296,033132,6296,033132,6296,0000001101,L0000001101,Howard,Matthew,,,2018-01-12,03,M,W,2026-03-07,D,,EXP,70,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,035607,3840,035607,3840,035607,3840,0000001153,L0000001153,Garcia,George,Andrew,,2018-02-08,02,F,W,2025-03-16,N,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,110929,4368,110929,4368,110929,4368,0000001219,L0000001219,Hernandez,Anthony,Robert,,2020-08-24,PK,M,W,2024-03-06,T,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,113224,1000,113224,1000,113224,1000,0000001221,L0000001221,Allison,Victoria,Mary,,2018-08-08,03,F,B,2025-11-27,T,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,050798,8838,050798,8838,050798,8838,0000001238,L0000001238,Wright,Tiffany,Dominique,,2020-03-03,PK,F,W,2025-03-20,D,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,037823,1199,037823,1199,037823,1199,0000001249,L0000001249,Roman,Shawn,Kevin,,2018-10-25,02,M,W,2024-05-26,A,,OSS,6,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,013975,8991,013975,8991,013975,8991,0000001255,L0000001255,Perez,Nathan,Thomas,,2020-07-17,K,M,W,2026-01-15,A,,EXP,112,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,084051,5833,084051,5833,084051,5833,0000001258,L0000001258,Barron,Jose,Zachary,,2018-10-21,02,M,I,2024-09-19,A,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,098664,5370,098664,5370,098664,5370,0000001264,L0000001264,Barry,Susan,Zachary,,2018-04-19,01,F,W,2023-12-20,O,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,095607,5563,095607,5563,095607,5563,0000001271,L0000001271,Bird,Stacy,Susan,,2018-11-12,03,F,A,2026-02-08,V,,OSS,5,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,103919,7593,103919,7593,103919,7593,0000001319,L0000001319,Anderson,Frank,,,2019-02-21,01,M,W,2025-09-23,N,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,061643,1188,061643,1188,061643,1188,0000001356,L0000001356,Lewis,Matthew,Cassandra,,2019-08-06,01,F,W,2026-03-13,T,,OSS,6,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,024017,3027,024017,3027,024017,3027,0000001373,L0000001373,Garcia,Alexis,Tara,,2018-09-21,02,F,W,2025-02-28,D,,EXP,174,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,060509,2775,060509,2775,060509,2775,0000001390,L0000001390,Wilson,Mark,Scott,,2019-09-17,K,M,W,2025-02-17,D,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,032171,1785,032171,1785,032171,1785,0000001400,L0000001400,Morris,Anthony,Hector,,2019-11-20,PK,F,P,2024-05-23,W,,EXP,26,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,093348,7913,093348,7913,093348,7913,0000001440,L0000001440,Howard,Patrick,William,,2019-05-23,K,M,W,2024-12-14,T,,OSS,10,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,093955,7974,093955,7974,093955,7974,0000001443,L0000001443,Cooper,Andrew,Joseph,,2021-05-21,PK,M,W,2026-03-16,E,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,092362,9326,092362,9326,092362,9326,0000001494,L0000001494,Rojas,Shannon,Melanie,,2018-01-22,02,F,W,2024-11-05,O,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,005739,8827,005739,8827,005739,8827,0000001513,L0000001513,King,Denise,Debra,,2019-05-03,01,F,W,2026-02-03,T,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,080395,9802,080395,9802,080395,9802,0000001528,L0000001528,Lloyd,Gary,,,2018-01-10,01,M,W,2023-10-04,O,,EXP,85,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,101255,5401,101255,5401,101255,5401,0000001546,L0000001546,Jackson,Juan,Jordan,,2018-08-26,01,M,W,2023-11-15,T,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,008494,9520,008494,9520,008494,9520,0000001550,L0000001550,Hill,Mark,William,,2018-10-11,01,F,W,2023-11-23,D,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,084745,9298,084745,9298,084745,9298,0000001579,L0000001579,Hernandez,Eric,George,,2019-01-02,K,M,W,2024-11-15,D,,OSS,6,N,N,NLP,10
2026Jun1.0StuDiscipline,2025,111955,8432,111955,8432,111955,8432,0000001606,L0000001606,Garcia,Deborah,Amy,,2021-07-09,PK,F,W,2024-09-16,E,,ISS,3,N,N,RCV,0
2026Jun1.0StuDiscipline,2024,100856,5271,100856,5271,100856,5271,0000001611,L0000001611,Daniel,Roger,Jonathan,,2018-02-12,01,M,W,2024-02-23,T,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,004799,3977,004799,3977,004799,3977,0000001616,L0000001616,Campos,Stephanie,Cheryl,,2018-08-04,02,F,W,2024-09-15,D,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,059123,3022,059123,3022,059123,3022,0000001625,L0000001625,Gonzales,Joshua,Paul,,2018-07-24,03,M,W,2026-05-28,D,,OSS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,111279,6486,111279,6486,111279,6486,0000001647,L0000001647,Williams,Shawna,Julia,,2019-11-08,01,F,W,2025-09-02,D,,ISS,3,N,N,RCV,4
2026Jun1.0StuDiscipline,2026,092782,4263,092782,4263,092782,4263,0000001651,L0000001651,Sellers,Jimmy,Luis,,2018-06-13,03,M,W,2026-02-13,T,,EXP,105,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,079994,6164,079994,6164,079994,6164,0000001674,L0000001674,Jefferson,Scott,,,2018-02-03,02,M,W,2024-12-25,W,,ISS,2,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,101309,3372,101309,3372,101309,3372,0000001699,L0000001699,Clark,David,Kevin,,2018-02-18,02,F,B,2025-02-03,D,,EXP,63,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,064885,2833,064885,2833,064885,2833,0000001700,L0000001700,Keith,Corey,,,2018-09-21,03,F,A,2026-04-03,O,,OSS,1,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,006158,5002,006158,5002,006158,5002,0000001703,L0000001703,Campos,Cynthia,,,2021-05-21,PK,F,W,2025-11-10,O,,EXP,32,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,103771,9077,103771,9077,103771,9077,0000001709,L0000001709,Morris,Jason,Emily,,2018-06-11,03,F,B,2025-10-05,W,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,106581,5277,106581,5277,106581,5277,0000001723,L0000001723,Lopez,Jill,Stacey,,2019-10-05,01,F,W,2026-01-24,V,,EXP,34,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,006067,4530,006067,4530,006067,4530,0000001728,L0000001728,York,Kayla,,,2019-08-03,K,F,W,2024-12-05,T,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,006067,6034,006067,6034,006067,6034,0000001728,L0000001728,York,Kayla,,,2019-08-03,01,F,W,2025-11-27,T,,OSS,7,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,030257,1201,030257,1201,030257,1201,0000001778,L0000001778,Short,Jessica,,,2018-08-26,03,F,W,2026-01-01,E,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,030224,8308,030224,8308,030224,8308,0000001783,L0000001783,Estrada,Margaret,Erin,,2018-04-04,03,F,W,2026-05-27,E,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,038718,4303,038718,4303,038718,4303,0000001790,L0000001790,King,Monica,Sarah,,2019-05-27,01,F,W,2026-05-08,O,,EXP,162,N,N,NLP,16
2026Jun1.0StuDiscipline,2026,111690,3257,111690,3257,111690,3257,0000001801,L0000001801,Robinson,Darius,Matthew,,2018-10-19,03,M,W,2026-04-20,V,,ISS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,111990,3227,111990,3227,111990,3227,0000001802,L0000001802,Hawkins,Karen,Jessica,,2019-10-05,01,F,W,2026-02-13,A,,EXP,33,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,067255,7475,067255,7475,067255,7475,0000001828,L0000001828,Haas,Brian,,,2018-10-21,03,F,W,2025-12-12,W,,EXP,120,N,N,NLP,0
2026Jun1.0StuDiscipline,2024,013690,3315,013690,3315,013690,3315,0000001838,L0000001838,Strong,Audrey,Donna,,2018-05-17,01,F,W,2024-02-12,T,,OSS,1,N,N,NLP,16
2026Jun1.0StuDiscipline,2025,093285,1316,093285,1316,093285,1316,0000001851,L0000001851,Gonzales,James,Diane,,2018-09-10,02,F,W,2025-04-06,N,,OSS,5,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,027164,4172,027164,4172,027164,4172,0000001863,L0000001863,Gould,Michelle,Laura,,2018-04-13,03,F,W,2025-09-22,O,,OSS,3,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,012791,7435,012791,7435,012791,7435,0000001865,L0000001865,Sosa,Jodi,Summer,,2018-06-13,03,F,W,2025-09-18,V,,ISS,2,N,N,RCV,0
2026Jun1.0StuDiscipline,2026,001938,2793,001938,2793,001938,2793,0000001873,L0000001873,Wilson,Nicole,Frank,,2018-09-03,03,F,W,2026-04-06,W,,EXP,54,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,054829,5481,054829,5481,054829,5481,0000001880,L0000001880,Howell,William,Johnny,,2019-04-05,K,M,W,2024-09-08,W,,EXP,124,N,N,RCV,0
2026Jun1.0StuDiscipline,2025,098533,1264,098533,1264,098533,1264,0000001903,L0000001903,Thomas,Rachel,Shannon,,2018-12-22,02,F,W,2024-11-10,O,,EXP,176,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,098533,9307,098533,9307,098533,9307,0000001903,L0000001903,Thomas,Rachel,Shannon,,2018-12-22,03,F,W,2025-09-05,N,,OSS,9,N,N,NLP,0
2026Jun1.0StuDiscipline,2026,026717,9691,026717,9691,026717,9691,0000001913,L0000001913,Ramirez,Stephanie,Karen,,2021-03-24,K,F,W,2026-01-19,V,,ISS,1,N,N,NLP,0
2026Jun1.0StuDiscipline,2025,056913,3336,056913,3336,056913,3336,0000001925,L0000001925,Parrish,Tyler,Caleb,,2018-05-12,03,M,W,2024-10-10,A,,EXP,41,N,N,RCV,0
