CollectionVersion,CurrentSchoolYear,ReportingDistrictCode,ReportingSchoolCode,StateID,LocalStudentID,StudentLastName,StudentFirstName,StudentMiddleName,StudentNameSuffix,StudentDateOfBirth,StudentGradeLevel,StudentGender,StudentRaceEthn,AssignNum,DualCreditSite,ReceivingCollDistCode,SendDistCode,SendSchoolCode,EDSSN,PosCode,CTEProgType,Disadvantaged,IEPDisability,Adult,LocCourseNum,LocCourseName,LocSecNum,CourseNum
2026Oct1.0StuAssign,2026,105779,4598,0000000006,L0000000006,Ray,Luke,Scott,,2020-05-08,K,M,B,1,,,,,184758376,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,105779,4598,0000000006,L0000000006,Ray,Luke,Scott,,2020-05-08,K,M,B,2,,,,,423820221,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,105779,4598,0000000006,L0000000006,Ray,Luke,Scott,,2020-05-08,K,M,B,3,,,,,667215776,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,001725,6168,0000000007,L0000000007,Delacruz,Scott,,,2021-02-08,PK,M,W,1,,,,,600794226,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,001725,6155,0000000007,L0000000007,Delacruz,Scott,,,2021-02-08,PK,M,W,1,,,,,922671746,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,013413,8517,0000000008,L0000000008,Miles,Heather,Meagan,,2021-06-14,PK,F,W,1,,,,,344621607,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,013413,9830,0000000008,L0000000008,Miles,Heather,Meagan,,2021-06-14,PK,F,W,1,,,,,477185167,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,1,,,,,987807166,01,,Y,17,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,2,,,,,511723449,01,,Y,17,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,3,,,,,252214991,01,,Y,17,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,049400,7543,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,01,F,W,4,,,,,502476218,01,,Y,17,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2026,049400,3621,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,1,,,,,761559757,01,,Y,17,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,049400,3621,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,2,,,,,582437575,01,,Y,17,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,049400,3621,0000000009,L0000000009,Mayo,Carla,Jamie,,2018-04-06,03,F,W,3,,,,,814029491,01,,Y,17,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,052965,9669,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,PK,M,B,1,,,,,400879281,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,052965,1188,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,1,,,,,117948791,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,052965,1188,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,2,,,,,229510548,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,052965,1188,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,M,B,3,,,,,842946839,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,052965,6573,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,1,,,,,627812088,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,052965,6573,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,2,,,,,781191277,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,052965,6573,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,3,,,,,233728690,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,052965,6573,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,M,B,4,,,,,417998674,01,,Y,0,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2025,032292,9201,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,1,,,,,485374234,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,032292,9201,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,2,,,,,527585802,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,032292,9201,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,M,W,3,,,,,260532059,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,032292,2743,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,1,,,,,471553566,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,032292,2743,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,2,,,,,171523957,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,032292,2743,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,M,W,3,,,,,489401861,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,109095,3504,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,PK,M,W,1,,,,,982181037,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,109095,9689,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,1,,,,,394010006,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,109095,9689,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,2,,,,,120642567,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,109095,9689,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,M,W,3,,,,,701362026,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,109095,6038,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,1,,,,,565341981,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,109095,6038,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,2,,,,,331979299,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,109095,6038,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,M,W,3,,,,,146206602,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,046699,8962,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,PK,M,W,1,,,,,898105517,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,046699,9727,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,1,,,,,229414350,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,046699,9727,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,2,,,,,404710583,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,046699,9727,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,M,W,3,,,,,776904142,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,046699,7932,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,1,,,,,209531666,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,046699,7932,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,2,,,,,533572491,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,046699,7932,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,M,W,3,,,,,381990078,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,112880,4295,0000000014,L0000000014,James,Robert,Bryan,,2021-11-28,PK,F,W,1,,,,,757127820,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,112880,7118,0000000014,L0000000014,James,Robert,Bryan,,2021-11-28,PK,F,W,1,,,,,678087835,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,094447,2982,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,1,,,,,622203513,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,094447,2982,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,2,,,,,546351945,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,094447,2982,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,M,B,3,,,,,587828494,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,094447,4770,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,1,,,,,648594996,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,094447,4770,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,2,,,,,396562364,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,094447,4770,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,M,B,3,,,,,587666127,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,052303,2104,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,PK,M,W,1,,,,,800994829,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,052303,4899,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,1,,,,,743046937,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,052303,4899,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,2,,,,,762578939,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,052303,4899,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,M,W,3,,,,,154202848,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,105689,8744,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,PK,F,W,1,,,,,534522190,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,105689,2545,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,PK,F,W,1,,,,,927801804,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,109468,7939,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,1,,,,,500968461,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,109468,7939,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,2,,,,,870031291,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,109468,7939,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,M,W,3,,,,,936839469,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,109468,2612,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,1,,,,,488726935,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,109468,2612,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,2,,,,,744962653,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,109468,2612,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,3,,,,,333037424,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,109468,2612,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,M,W,4,,,,,894266604,01,,N,0,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2026,109468,2790,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,1,,,,,129795592,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,109468,2790,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,2,,,,,770720156,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,109468,2790,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,M,W,3,,,,,180931834,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,043915,7912,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,PK,F,W,1,,,,,646600308,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,043915,2235,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,PK,F,W,1,,,,,403727777,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,043915,2604,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,1,,,,,827723036,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,043915,2604,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,2,,,,,673893743,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,043915,2604,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,F,W,3,,,,,653372844,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,103920,4872,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,PK,F,W,1,,,,,271505494,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,103920,7570,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,PK,F,W,1,,,,,376039062,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,103920,1035,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,1,,,,,260845579,01,,N,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,103920,1035,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,2,,,,,170576992,01,,N,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,103920,1035,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,F,W,3,,,,,178480481,01,,N,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,044285,8973,0000000021,L0000000021,Rose,Carmen,,,2021-03-28,PK,F,W,1,,,,,893129095,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,044285,9883,0000000021,L0000000021,Rose,Carmen,,,2021-03-28,PK,F,W,1,,,,,124448506,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,022622,8811,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,PK,F,W,1,,,,,629023849,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,022622,3579,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,1,,,,,136711807,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,022622,3579,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,2,,,,,243251868,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,022622,3579,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,F,W,3,,,,,681900602,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2026,022622,4853,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,1,,,,,352662002,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,022622,4853,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,2,,,,,546789430,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,022622,4853,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,F,W,3,,,,,231693535,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,044870,1651,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,1,,,,,441285609,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,044870,1651,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,2,,,,,517308189,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,044870,1651,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,M,W,3,,,,,313143433,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,044870,5272,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,1,,,,,503407134,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,044870,5272,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,2,,,,,386001198,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2025,044870,5272,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,3,,,,,451175173,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,044870,5272,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,M,W,4,,,,,778318192,01,,Y,0,N,RD-INT,Reading Intervention,B,
2026Oct1.0StuAssign,2026,044870,5915,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,03,M,W,1,,,,,940781906,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,044870,5915,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,03,M,W,2,,,,,438804134,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,044870,5915,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,03,M,W,3,,,,,119291064,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,086345,2638,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,PK,M,W,1,,,,,954649925,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2025,086345,6718,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,PK,M,W,1,,,,,705324643,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,086345,7054,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,1,,,,,244682605,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,086345,7054,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,2,,,,,410605513,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,086345,7054,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,M,W,3,,,,,319949627,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,075485,9666,0000000025,L0000000025,Young,Benjamin,,,2021-08-26,PK,M,W,1,,,,,208808199,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,075485,2697,0000000025,L0000000025,Young,Benjamin,,,2021-08-26,PK,M,W,1,,,,,430593709,01,,Y,4,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,017047,2891,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,PK,M,W,1,,,,,933420350,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,017047,5616,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,1,,,,,899779979,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2026,017047,5616,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,2,,,,,674796084,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2026,017047,5616,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,M,W,3,,,,,186388395,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2024,032572,9004,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,1,,,,,377999375,01,,Y,0,N,HR-001,Homeroom,A,
2026Oct1.0StuAssign,2024,032572,9004,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,2,,,,,456984693,01,,Y,0,N,RD-001,Reading,A,
2026Oct1.0StuAssign,2024,032572,9004,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,F,W,3,,,,,772817516,01,,Y,0,N,MA-001,Math,A,
2026Oct1.0StuAssign,2025,032572,7939,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,02,F,W,1,,,,,192471223,01,,Y,0,N,HR-001,Homeroom,A,
