CollectionVersion,CurrentSchoolYear,AttendingDistrictCode,AttendingSchoolCode,ReportingDistrictCode,ReportingSchoolCode,ResidentDistrictCode,ResidentSchoolCode,StateID,LocalStudentID,LastName,FirstName,MiddleName,Suffix,DateOfBirth,StudentGradeLevel,ResidencyStatus,RegHrsAttended,RegHrsAbsent,RemHrsAttended,HrsInSession,SummerAttendance,SummerMembership,EntryDate,EntryCode,ExitDate,ExitCode,ExitDestDistrictCode,ExitDestSchoolCode,ExitDestComment,SchoolChoice,ExtSchlHours
2026Aug1.0StuEnrlAttnd,2025,052965,1188,052965,1188,052965,1188,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,K,R,1046,124,0,1170,0,0,2024-08-29,R101,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,052965,6573,052965,6573,052965,6573,0000000010,L0000000010,Trujillo,Anthony,Rodney,,2019-01-17,01,R,989,181,0,1170,0,0,2025-08-18,R101,2026-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,032292,9201,032292,9201,032292,9201,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,02,R,1074,96,0,1170,0,0,2024-08-15,R101,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,032292,2743,032292,2743,032292,2743,0000000011,L0000000011,Lewis,Keith,Mitchell,,2018-02-18,03,R,1170,0,0,1170,0,0,2025-08-16,R101,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,109095,3504,109095,3504,109095,3504,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,PK,R,975,195,0,1170,0,0,2023-08-26,E100,2024-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,109095,9689,109095,9689,109095,9689,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,K,R,939,231,0,1170,0,0,2024-08-21,R101,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,109095,6038,109095,6038,109095,6038,0000000012,L0000000012,Ryan,Charles,Patrick,,2019-12-11,01,R,980,190,0,1170,0,0,2025-08-27,R101,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,046699,8962,046699,8962,046699,8962,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,PK,R,1170,0,0,1170,0,0,2023-08-20,E100,2024-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,046699,9727,046699,9727,046699,9727,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,K,R,1169,1,0,1170,0,0,2024-08-31,R101,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,046699,7932,046699,7932,046699,7932,0000000013,L0000000013,Snyder,Zachary,Charles,,2019-07-05,01,R,1170,0,0,1170,0,0,2025-08-30,R101,2026-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,112880,4295,112880,4295,112880,4295,0000000014,L0000000014,James,Robert,Bryan,,2021-11-28,PK,R,1170,0,0,1170,0,0,2024-08-28,E100,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,112880,7118,112880,7118,112880,7118,0000000014,L0000000014,James,Robert,Bryan,,2021-11-28,PK,R,1109,61,0,1170,0,0,2025-08-24,E100,2026-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,094447,2982,094447,2982,094447,2982,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,01,R,894,276,0,1170,0,0,2023-08-22,R101,2024-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,094447,4770,094447,4770,094447,4770,0000000015,L0000000015,Maldonado,Adam,Nathan,,2018-02-09,02,R,813,357,0,1170,0,0,2024-08-21,R101,2025-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,052303,2104,052303,2104,052303,2104,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,PK,R,902,268,0,1170,0,0,2023-08-29,E100,2024-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,052303,4899,052303,4899,052303,4899,0000000016,L0000000016,Mckay,Jeffrey,Jesse,,2020-11-28,K,R,1083,87,0,1170,0,0,2025-08-23,R101,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,105689,8744,105689,8744,105689,8744,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,PK,R,979,191,0,1170,0,0,2024-08-17,E100,2025-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,105689,2545,105689,2545,105689,2545,0000000017,L0000000017,Garrett,Daniel,,,2021-12-06,PK,R,1003,167,0,1170,0,0,2025-08-31,E100,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,109468,7939,109468,7939,109468,7939,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,01,R,1163,7,0,1170,0,0,2023-08-30,R101,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,109468,2612,109468,2612,109468,2612,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,02,R,1063,107,0,1170,0,0,2024-08-31,R101,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,109468,2790,109468,2790,109468,2790,0000000018,L0000000018,Sellers,Troy,Thomas,,2018-07-08,03,R,1024,146,0,1170,0,0,2025-08-24,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,043915,7912,043915,7912,043915,7912,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,PK,R,976,194,0,1170,0,0,2023-08-16,E100,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,043915,2235,043915,2235,043915,2235,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,PK,R,994,176,0,1170,0,0,2024-08-23,E100,2025-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,043915,2604,043915,2604,043915,2604,0000000019,L0000000019,Parker,Natasha,Marie,,2020-09-16,K,R,1105,65,0,1170,0,0,2025-08-22,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,103920,4872,103920,4872,103920,4872,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,PK,R,853,317,0,1170,0,0,2023-08-27,E100,2024-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,103920,7570,103920,7570,103920,7570,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,PK,R,979,191,0,1170,0,0,2024-08-28,E100,2025-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,103920,1035,103920,1035,103920,1035,0000000020,L0000000020,Hodges,Katelyn,Andrea,,2020-05-25,K,R,1073,97,0,1170,0,0,2025-08-28,R101,2026-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,044285,8973,044285,8973,044285,8973,0000000021,L0000000021,Rose,Carmen,,,2021-03-28,PK,R,1093,77,0,1170,0,0,2024-08-25,E100,2025-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,044285,9883,044285,9883,044285,9883,0000000021,L0000000021,Rose,Carmen,,,2021-03-28,PK,R,1144,26,0,1170,0,0,2025-08-29,E100,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,022622,8811,022622,8811,022622,8811,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,PK,R,1086,84,0,1170,0,0,2023-08-16,E100,2024-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,022622,3579,022622,3579,022622,3579,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,K,R,918,252,0,1170,0,0,2024-08-21,R101,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,022622,4853,022622,4853,022622,4853,0000000022,L0000000022,Marquez,Hannah,,,2019-03-16,01,R,1060,110,0,1170,0,0,2025-08-27,R101,2026-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,044870,1651,044870,1651,044870,1651,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,01,R,1029,141,0,1170,0,0,2023-08-24,R101,2024-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,044870,5272,044870,5272,044870,5272,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,02,R,906,264,0,1170,0,0,2024-08-21,R101,2025-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,044870,5915,044870,5915,044870,5915,0000000023,L0000000023,Walker,Joseph,Bryan,,2018-10-26,03,R,939,231,0,1170,0,0,2025-08-31,R101,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,086345,2638,086345,2638,086345,2638,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,PK,R,941,229,0,1170,0,0,2023-08-29,E100,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,086345,6718,086345,6718,086345,6718,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,PK,R,888,282,0,1170,0,0,2024-08-15,E100,2025-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,086345,7054,086345,7054,086345,7054,0000000024,L0000000024,Welch,Daniel,Benjamin,,2020-04-27,K,R,838,332,0,1170,0,0,2025-08-18,R101,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,075485,9666,075485,9666,075485,9666,0000000025,L0000000025,Young,Benjamin,,,2021-08-26,PK,R,1036,134,0,1170,0,0,2024-08-28,E100,2025-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,075485,2697,075485,2697,075485,2697,0000000025,L0000000025,Young,Benjamin,,,2021-08-26,PK,R,1018,152,0,1170,0,0,2025-08-28,E100,2026-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,017047,2891,017047,2891,017047,2891,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,PK,R,909,261,0,1170,0,0,2023-08-21,E100,2024-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,017047,5616,017047,5616,017047,5616,0000000026,L0000000026,Sanchez,Stephen,Kenneth,,2020-02-27,K,R,1012,158,0,1170,0,0,2025-08-18,R101,2026-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,032572,9004,032572,9004,032572,9004,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,01,R,924,246,0,1170,0,0,2023-08-19,R101,2024-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,032572,7939,032572,7939,032572,7939,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,02,R,918,252,0,1170,0,0,2024-08-24,R101,2025-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,032572,6464,032572,6464,032572,6464,0000000027,L0000000027,Gomez,Donna,,,2018-10-21,03,R,1002,168,0,1170,0,0,2025-08-20,R101,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,061034,8239,061034,8239,061034,8239,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,01,R,1170,0,0,1170,0,0,2023-08-21,R101,2024-05-27,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,061034,3442,061034,3442,061034,3442,0000000028,L0000000028,Powell,William,Brett,,2018-03-08,03,R,997,173,0,1170,0,0,2025-08-17,R101,2026-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,090966,3088,090966,3088,090966,3088,0000000029,L0000000029,Henderson,James,Shane,,2019-05-20,K,R,999,171,0,1170,0,0,2024-08-29,R101,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,090966,6862,090966,6862,090966,6862,0000000029,L0000000029,Henderson,James,Shane,,2019-05-20,01,R,928,242,0,1170,0,0,2025-08-21,R101,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,105993,7658,105993,7658,105993,7658,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,PK,R,815,355,0,1170,0,0,2023-08-26,E100,2024-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,105993,4878,105993,4878,105993,4878,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,K,R,1060,110,0,1170,0,0,2024-08-19,R101,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,105993,6442,105993,6442,105993,6442,0000000030,L0000000030,Williams,Michelle,Andrea,,2019-08-17,01,R,833,337,0,1170,0,0,2025-08-19,R101,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,064453,5065,064453,5065,064453,5065,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,01,R,1038,132,0,1170,0,0,2023-08-15,R101,2024-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,064453,4269,064453,4269,064453,4269,0000000031,L0000000031,Morales,Todd,Jason,,2018-11-28,03,R,934,236,0,1170,0,0,2025-08-23,R101,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,107484,4728,107484,4728,107484,4728,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,01,R,1106,64,0,1170,0,0,2023-08-25,R101,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,107484,5564,107484,5564,107484,5564,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,02,R,1038,132,0,1170,0,0,2024-08-24,R101,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,107484,5573,107484,5573,107484,5573,0000000032,L0000000032,Henderson,Richard,Jesse,,2018-11-27,03,R,985,185,0,1170,0,0,2025-08-17,R101,2026-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,042715,9785,042715,9785,042715,9785,0000000033,L0000000033,Brown,Brian,Jill,,2021-03-15,PK,R,1015,155,0,1170,0,0,2024-08-21,E100,2025-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,042715,5279,042715,5279,042715,5279,0000000033,L0000000033,Brown,Brian,Jill,,2021-03-15,PK,R,1079,91,0,1170,0,0,2025-08-22,E100,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,020481,5349,020481,5349,020481,5349,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,01,R,961,209,0,1170,0,0,2023-08-22,R101,2024-05-21,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,020481,6139,020481,6139,020481,6139,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,02,R,1170,0,0,1170,0,0,2024-08-15,R101,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,020481,2894,020481,2894,020481,2894,0000000034,L0000000034,Brown,Samantha,Amanda,,2018-08-04,03,R,1170,0,0,1170,0,0,2025-08-21,R101,2026-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,057711,8144,057711,8144,057711,8144,0000000035,L0000000035,Zamora,David,Bryan,,2020-04-24,PK,R,1051,119,0,1170,0,0,2023-08-21,E100,2024-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,057711,4228,057711,4228,057711,4228,0000000035,L0000000035,Zamora,David,Bryan,,2020-04-24,PK,R,1086,84,0,1170,0,0,2024-08-16,E100,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,057711,6409,057711,6409,057711,6409,0000000035,L0000000035,Zamora,David,Bryan,,2020-04-24,K,R,1170,0,0,1170,0,0,2025-08-24,R101,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,021453,7691,021453,7691,021453,7691,0000000036,L0000000036,Silva,Robert,,,2020-08-09,PK,R,760,410,0,1170,0,0,2023-08-25,E100,2024-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,021453,4143,021453,4143,021453,4143,0000000036,L0000000036,Silva,Robert,,,2020-08-09,PK,R,898,272,0,1170,0,0,2024-08-17,E100,2025-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,021453,3851,021453,3851,021453,3851,0000000036,L0000000036,Silva,Robert,,,2020-08-09,K,R,996,174,0,1170,0,0,2025-08-24,R101,2026-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,037622,8043,037622,8043,037622,8043,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,02,R,1111,59,0,1170,0,0,2023-08-20,R101,2024-05-22,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,037622,8238,037622,8238,037622,8238,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,02,R,1087,83,0,1170,0,0,2024-08-30,R101,2025-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,037622,8752,037622,8752,037622,8752,0000000037,L0000000037,Anderson,Leon,Joseph,,2018-10-28,03,R,1160,10,0,1170,0,0,2025-08-25,R101,2026-05-31,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,068936,2389,068936,2389,068936,2389,0000000038,L0000000038,Hart,Lisa,,,2020-06-24,PK,R,1043,127,0,1170,0,0,2023-08-21,E100,2024-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,068936,2530,068936,2530,068936,2530,0000000038,L0000000038,Hart,Lisa,,,2020-06-24,PK,R,1110,60,0,1170,0,0,2024-08-16,E100,2025-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,068936,6085,068936,6085,068936,6085,0000000038,L0000000038,Hart,Lisa,,,2020-06-24,K,R,1025,145,0,1170,0,0,2025-08-17,R101,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,106963,2193,106963,2193,106963,2193,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,01,R,1170,0,0,1170,0,0,2023-08-19,R101,2024-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,106963,7291,106963,7291,106963,7291,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,02,R,1170,0,0,1170,0,0,2024-08-30,R101,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,106963,1090,106963,1090,106963,1090,0000000039,L0000000039,Suarez,Timothy,Stanley,,2018-05-18,03,R,1046,124,0,1170,0,0,2025-08-22,R101,2026-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,096969,7965,096969,7965,096969,7965,0000000040,L0000000040,Archer,Michael,Logan,,2021-02-04,PK,R,863,307,0,1170,0,0,2024-08-24,E100,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,096969,8611,096969,8611,096969,8611,0000000040,L0000000040,Archer,Michael,Logan,,2021-02-04,PK,R,984,186,0,1170,0,0,2025-08-21,E100,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,085658,2988,085658,2988,085658,2988,0000000041,L0000000041,Humphrey,Ashley,,,2020-01-13,PK,R,919,251,0,1170,0,0,2023-08-19,E100,2024-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,085658,6198,085658,6198,085658,6198,0000000041,L0000000041,Humphrey,Ashley,,,2020-01-13,PK,R,1015,155,0,1170,0,0,2024-08-23,E100,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,085658,9270,085658,9270,085658,9270,0000000041,L0000000041,Humphrey,Ashley,,,2020-01-13,K,R,936,234,0,1170,0,0,2025-08-30,R101,2026-05-28,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,046603,5050,046603,5050,046603,5050,0000000042,L0000000042,Clark,Brittney,Diane,,2019-03-18,PK,R,815,355,0,1170,0,0,2023-08-30,E100,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,046603,9540,046603,9540,046603,9540,0000000042,L0000000042,Clark,Brittney,Diane,,2019-03-18,K,R,870,300,0,1170,0,0,2024-08-31,R101,2025-05-30,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,046603,6502,046603,6502,046603,6502,0000000042,L0000000042,Clark,Brittney,Diane,,2019-03-18,01,R,821,349,0,1170,0,0,2025-08-17,R101,2026-05-25,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,011623,4788,011623,4788,011623,4788,0000000043,L0000000043,Williams,Danielle,Susan,,2018-01-16,01,R,930,240,0,1170,0,0,2023-08-17,R101,2024-05-20,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,011623,7797,011623,7797,011623,7797,0000000043,L0000000043,Williams,Danielle,Susan,,2018-01-16,02,R,1018,152,0,1170,0,0,2024-08-29,R101,2025-05-29,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,011623,7812,011623,7812,011623,7812,0000000043,L0000000043,Williams,Danielle,Susan,,2018-01-16,03,R,1047,123,0,1170,0,0,2025-08-22,R101,2026-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2025,020946,1320,020946,1320,020946,1320,0000000044,L0000000044,Walsh,Kellie,,,2021-07-14,PK,R,907,263,0,1170,0,0,2024-08-19,E100,2025-05-24,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,109377,1096,109377,1096,109377,1096,0000000045,L0000000045,Jones,Ronald,Alec,,2020-02-19,PK,R,942,228,0,1170,0,0,2023-08-27,E100,2024-05-23,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2026,109377,7865,109377,7865,109377,7865,0000000045,L0000000045,Jones,Ronald,Alec,,2020-02-19,K,R,1041,129,0,1170,0,0,2025-08-20,R101,2026-05-26,R001,,,,N,0
2026Aug1.0StuEnrlAttnd,2024,004765,5471,004765,5471,004765,5471,0000000046,L0000000046,Williams,Juan,Jeffrey,,2020-01-06,PK,R,994,176,0,1170,0,0,2023-08-17,E100,2024-05-28,R001,,,,N,0
